1.15716,-0.5611901,-0.8215187
1.15796,-0.5613815,-0.8212743
1.155081,-0.5551174,-0.8153785
1.146618,-0.5447089,-0.8055993
1.133023,-0.5309784,-0.793369
1.113969,-0.5166118,-0.7806464
1.091421,-0.5034596,-0.7667753
1.067126,-0.4983255,-0.7553329
1.041793,-0.5001317,-0.7471114
1.015065,-0.5039737,-0.7404022
0.9864884,-0.5051838,-0.7328147
0.9557338,-0.5064152,-0.7269242
0.9222918,-0.507089,-0.7202916
0.8866056,-0.5079712,-0.7137468
0.8450259,-0.5090024,-0.7063489
0.7984473,-0.5091259,-0.698468
0.7479337,-0.5073286,-0.6897989
0.6960182,-0.5062665,-0.6820062
0.6434847,-0.5069379,-0.6746608
0.5893854,-0.5086942,-0.6686774
0.5341712,-0.5103246,-0.6632971
0.478349,-0.5114005,-0.6591179
0.4228204,-0.5120662,-0.655579
0.3677615,-0.5136736,-0.6531312
0.3135029,-0.5153132,-0.6522343
0.2601816,-0.5172193,-0.6530765
0.20871,-0.5200152,-0.6536562
0.157253,-0.5213387,-0.6541211
0.1050555,-0.5209891,-0.6556854
0.05250442,-0.5155087,-0.6566227
0.00153944,-0.508951,-0.6569229
-0.04850527,-0.503071,-0.656521
-0.09748423,-0.4983523,-0.6551311
-0.1445728,-0.4908839,-0.6542791
-0.1906864,-0.4821582,-0.6533526
-0.2348607,-0.473493,-0.6522462
-0.2761948,-0.4661229,-0.6513215
-0.3148817,-0.4596809,-0.6496447
-0.3511058,-0.454708,-0.6471571
-0.3853863,-0.4481345,-0.6445383
-0.4186707,-0.4403563,-0.6413034
-0.4485549,-0.4348166,-0.6366214
-0.4764135,-0.4298802,-0.6291244
-0.5052325,-0.4233468,-0.6218197
-0.5340598,-0.4161054,-0.6120613
-0.5586398,-0.4106811,-0.6007837
-0.5805026,-0.4074111,-0.5878604
-0.6047585,-0.4026677,-0.576093
-0.6306076,-0.3969439,-0.5629198
-0.6567487,-0.390048,-0.5480657
-0.6817499,-0.3841027,-0.5337816
-0.7066394,-0.3802227,-0.5219505
-0.7296226,-0.377711,-0.5133287
-0.7476761,-0.3760121,-0.5075113
-0.761668,-0.3741604,-0.5064903
-0.7701263,-0.3730558,-0.5107028
-0.7725558,-0.3708348,-0.5193475
-0.7690189,-0.3685432,-0.5308506
-0.7567621,-0.368876,-0.5430971
-0.7369905,-0.3724072,-0.5557722
-0.7129416,-0.3758863,-0.5694134
-0.6866605,-0.3790547,-0.5823776
-0.6608828,-0.3822957,-0.5916811
-0.6314476,-0.3868186,-0.5985239
-0.598462,-0.393393,-0.6045703
-0.5665485,-0.4017104,-0.6094062
-0.5321704,-0.4103618,-0.6128095
-0.4927264,-0.4202754,-0.615142
-0.450198,-0.4293863,-0.6170945
-0.4058049,-0.4377958,-0.6191162
-0.3583814,-0.4484401,-0.6222765
-0.3085075,-0.4564141,-0.6251329
-0.254822,-0.4624029,-0.6261792
-0.1984563,-0.4666701,-0.6267818
-0.1430455,-0.4689639,-0.6271915
-0.08951753,-0.4679066,-0.629131
-0.03350519,-0.4663859,-0.6322163
0.02273884,-0.4695583,-0.636686
0.07750253,-0.4764912,-0.6406115
0.1321214,-0.4796843,-0.6417629
0.1872833,-0.476956,-0.6411138
0.2415499,-0.4725678,-0.6416363
0.2944337,-0.4703606,-0.6444574
0.3467422,-0.4672981,-0.6478726
0.3970082,-0.4613126,-0.6487951
0.4458973,-0.4550683,-0.649435
0.4943147,-0.4511486,-0.6519389
0.5413142,-0.4506238,-0.6542554
0.5871395,-0.4500067,-0.6551073
0.6320276,-0.4472406,-0.6545218
0.677412,-0.4445156,-0.6537108
0.7228156,-0.4432522,-0.6530019
0.7664223,-0.4423409,-0.6518808
0.80761,-0.4403193,-0.6493915
0.8471001,-0.4398192,-0.6475675
0.8842323,-0.4421811,-0.647227
0.9199792,-0.4448385,-0.6473273
0.9534047,-0.4475322,-0.6477952
0.9837153,-0.4521312,-0.6506516
1.010529,-0.4594264,-0.6560556
1.034591,-0.469364,-0.6656163
1.057458,-0.4780581,-0.6771004
1.07967,-0.4844457,-0.6865779
1.099438,-0.4920979,-0.6980228
1.115964,-0.4957456,-0.7105195
1.128751,-0.4921992,-0.719333
1.138321,-0.4883054,-0.7257621
1.144817,-0.4893568,-0.731792
1.145888,-0.4878553,-0.7351639
1.141773,-0.4803167,-0.7347803
1.131563,-0.4676399,-0.729334
1.114626,-0.4555443,-0.7214392
1.092093,-0.4464918,-0.7122849
1.065538,-0.4403202,-0.7026058
1.035387,-0.437747,-0.6942177
1.00226,-0.4386274,-0.6869957
0.9670687,-0.4423532,-0.6811209
0.9303632,-0.4482024,-0.6766716
0.8923456,-0.4536488,-0.6726607
0.8534557,-0.4593174,-0.6684774
0.8129543,-0.4632698,-0.6639918
0.7703906,-0.4657808,-0.6602597
0.7253364,-0.4678591,-0.6562961
0.6774801,-0.4722477,-0.6524051
0.6262076,-0.4772949,-0.6482791
0.5727883,-0.4813007,-0.6442632
0.5170295,-0.4831144,-0.6405559
0.4600687,-0.4853598,-0.6374729
0.4021361,-0.4899622,-0.6354909
0.3438968,-0.495807,-0.6347358
0.2854662,-0.5008469,-0.6338977
0.2269057,-0.5043457,-0.6329255
0.1676477,-0.5060079,-0.6317511
0.1082857,-0.5067492,-0.6312582
0.04871091,-0.5076408,-0.6297811
-0.01018126,-0.5069582,-0.627397
-0.0692549,-0.5040904,-0.6241075
-0.1265477,-0.499899,-0.6195908
-0.1822339,-0.4960801,-0.61311
-0.2367671,-0.494976,-0.6034403
-0.289861,-0.49482,-0.5903348
-0.3412022,-0.4955378,-0.5763696
-0.3885818,-0.4967738,-0.5636982
-0.4326004,-0.4978194,-0.5522873
-0.4714974,-0.4989597,-0.5399407
-0.5071693,-0.49892,-0.5264961
-0.5407305,-0.4960349,-0.5133839
-0.5732964,-0.4943781,-0.4994308
-0.6033728,-0.4931542,-0.485359
-0.6308493,-0.4933992,-0.4710982
-0.6538833,-0.4954287,-0.4556386
-0.6749472,-0.4968277,-0.4400191
-0.6942778,-0.4949137,-0.4269641
-0.7117256,-0.4927369,-0.4160284
-0.7290792,-0.4901589,-0.4049869
-0.7454766,-0.485269,-0.3965671
-0.764046,-0.4784595,-0.38849
-0.7843176,-0.4704172,-0.3823112
-0.8066952,-0.46114,-0.378463
-0.8274176,-0.4538419,-0.3763445
-0.8432482,-0.4495959,-0.3748577
-0.8538787,-0.447774,-0.3759145
-0.8569914,-0.4467946,-0.381065
-0.8519469,-0.4450859,-0.3903548
-0.8402817,-0.442597,-0.402962
-0.8197853,-0.4422981,-0.4173502
-0.7932907,-0.443113,-0.4335486
-0.7646685,-0.4426107,-0.4516331
-0.7362273,-0.440188,-0.4706457
-0.7080115,-0.437488,-0.4899279
-0.6786177,-0.437786,-0.5094253
-0.6462579,-0.4395662,-0.5282377
-0.6117823,-0.4430626,-0.5418916
-0.5730198,-0.4494179,-0.5522967
-0.5326694,-0.4577658,-0.5630857
-0.4897547,-0.4680582,-0.5732806
-0.4412721,-0.4813522,-0.5813838
-0.3877156,-0.4957954,-0.5856036
-0.3313057,-0.5058745,-0.5886731
-0.2741092,-0.5109245,-0.5925654
-0.2162095,-0.5130275,-0.5983105
-0.1578166,-0.5166558,-0.6049738
-0.09877799,-0.5212597,-0.6096194
-0.0391422,-0.5204081,-0.6099755
0.01776611,-0.5162681,-0.6099575
0.07195356,-0.5154305,-0.6138026
0.1247707,-0.5181627,-0.6176646
0.175132,-0.5188431,-0.6182406
0.2223995,-0.5147069,-0.6182793
0.2697231,-0.5107985,-0.620515
0.3183305,-0.5123369,-0.6239303
0.3662556,-0.5150371,-0.6255971
0.4128246,-0.5128535,-0.6275886
0.4608482,-0.5099637,-0.6319072
0.5103733,-0.5092978,-0.63715
0.5600348,-0.5089659,-0.6400602
0.6088733,-0.505949,-0.6412774
0.6568563,-0.5023282,-0.643059
0.7036541,-0.5017176,-0.645175
0.748053,-0.5015057,-0.6450403
0.7899716,-0.5017236,-0.6446509
0.8277085,-0.5022815,-0.6455257
0.86266,-0.5032762,-0.6482473
0.8953077,-0.5030214,-0.6515419
0.9268963,-0.5005639,-0.655027
0.957209,-0.4967056,-0.6593962
0.9872957,-0.4943205,-0.6650261
1.015823,-0.4965301,-0.6729185
1.041335,-0.4996237,-0.6792608
1.060619,-0.5048146,-0.6873851
1.074434,-0.5100337,-0.6968257
1.083546,-0.514912,-0.7056242
1.086863,-0.5164018,-0.7103997
1.085558,-0.5174034,-0.713859
1.080078,-0.5139385,-0.7130415
